Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,"Procedure*Shuffle 2",Procedure*Settings,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus
10063255,pvk4etu7ki,"Detecting Actions_1",1,28,2021-03-02T03:15:24+00:00,13.844934940338,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Squat.mp4,Squatting,Block3,,16,14,Video,7,,,,OFF,1,,7001,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,29,2021-03-02T03:15:29+00:00,5.6045851707458,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Squat.mp4,Squatting,Block3,,16,14,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,1,,5253,squatting,100,914,2841,1,1,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,30,2021-03-02T03:15:37+00:00,7.3627479076385,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Jump.mp4,Jumping,Block3,,13,15,Video,7,,,,OFF,2,,7001,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,31,2021-03-02T03:15:41+00:00,3.9595279693604,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Jump.mp4,Jumping,Block3,,13,15,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,2,,3550,jumping,100,551,1803,1,1,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,32,2021-03-02T03:15:48+00:00,7.3791990280151,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Jog.mp4,Jogging,Block3,,18,16,Video,7,,,,OFF,3,,7002,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,33,2021-03-02T03:15:51+00:00,3.1731350421906,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Jog.mp4,Jogging,Block3,,18,16,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,3,,2756,running,42.857142857143,454,1649,0,0,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,34,2021-03-02T03:15:59+00:00,7.3850109577179,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Sit.mp4,Sitting,Block3,,15,17,Video,7,,,,OFF,4,,7001,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,35,2021-03-02T03:16:03+00:00,3.8474371433258,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Sit.mp4,Sitting,Block3,,15,17,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,4,,3414,sitting,100,439,2081,1,1,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,36,2021-03-02T03:16:10+00:00,7.3828358650208,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_JJacks.mp4,"Jumping Jacks",Block3,,14,18,Video,7,,,,OFF,5,,7001,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,37,2021-03-02T03:16:15+00:00,5.2810161113739,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_JJacks.mp4,"Jumping Jacks",Block3,,14,18,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,5,,4802,"jumping jacks",100,398,3009,1,1,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,38,2021-03-02T03:16:23+00:00,7.3712029457092,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Skip.mp4,Skipping,Block3,,17,19,Video,7,,,,OFF,6,,7001,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,39,2021-03-02T03:16:26+00:00,3.4512648582458,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Skip.mp4,Skipping,Block3,,17,19,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,6,,3028,skipping,100,444,1880,1,1,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,40,2021-03-02T03:16:33+00:00,7.3992280960083,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Skip.mp4,Skipping,Block4,,23,20,Video,7,,,,OFF,1,,7002,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,41,2021-03-02T03:16:37+00:00,3.3131859302521,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Skip.mp4,Skipping,Block4,,23,20,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,1,,2911,skipping,100,398,1918,1,1,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,42,2021-03-02T03:16:44+00:00,7.3961820602417,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Sit.mp4,Sitting,Block4,,21,21,Video,7,,,,OFF,2,,7002,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,43,2021-03-02T03:16:47+00:00,3.1674671173096,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Sit.mp4,Sitting,Block4,,21,21,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,2,,2771,sitting,100,476,1462,1,1,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,44,2021-03-02T03:16:55+00:00,7.3996639251709,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_JJacks.mp4,"Jumping Jacks",Block4,,20,22,Video,7,,,,OFF,3,,7002,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,45,2021-03-02T03:17:00+00:00,4.8394179344177,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_JJacks.mp4,"Jumping Jacks",Block4,,20,22,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,3,,4354,"jumping jacks",100,228,3102,1,1,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,46,2021-03-02T03:17:07+00:00,7.540699005127,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Jog.mp4,Jogging,Block4,,24,23,Video,7,,,,OFF,4,,7003,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,47,2021-03-02T03:17:11+00:00,4.2524700164795,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Jog.mp4,Jogging,Block4,,24,23,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,4,,3833,running,42.857142857143,461,2397,0,0,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,48,2021-03-02T03:17:19+00:00,7.3715569972992,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Jump.mp4,Jumping,Block4,,19,24,Video,7,,,,OFF,5,,7003,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,49,2021-03-02T03:17:25+00:00,5.8651249408722,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Jump.mp4,Jumping,Block4,,19,24,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,5,,5452,"squat jumps",44.444444444444,1230,4181,0,0,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,50,2021-03-02T03:17:32+00:00,7.3623280525208,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Squat.mp4,Squatting,Block4,,22,25,Video,7,,,,OFF,6,,7001,,,-1,-1,,,,1
10063255,pvk4etu7ki,"Detecting Actions_1",1,51,2021-03-02T03:17:37+00:00,4.9940259456635,1,versionA_stim.csv,ActionProcedureEx1.csv,"Experiment 1 videos",,Video/Animotica_F_Squat.mp4,Squatting,Block4,,22,25,FreeRecall,User,,"What is the person doing in the video you just watched? (No more than two words)",,OFF,6,,4592,squatting,100,381,3406,1,1,,1
